name,state,city,monthlyIncome,internetUsed,dataPackExpense,foodFuelExpensePercent,hasLoan,familyMembers,childrenCount,childrenStatus,cookingTogether,lpgRefillFrequency,earningMembers,dependentMembers,jobType,emergencyFundSource,facedEmergency,assets,hasLand,ownsVehicle,incomeCycle,savings,awareOfGovtScheme,pastLoanDefault,lpgPreference,lpgChallenges,cylinderPreference,score,risk_category
Person 63,Karnataka,Mysuru,18952,yes,50,25-50%,yes,6,2,study,yes,5-6 months,3,3,daily-wager,family,no,mobile,no,yes,daily,0,yes,no,LPG,cost,14kg,723.0769230769231,Low Risk
Person 39,Maharashtra,Mumbai,14302,yes,200,25-50%,yes,7,2,study,no,5-6 months,1,4,driver,none,yes,land,yes,yes,daily,500,no,no,LPG,none,14kg,446.1538461538462,Medium Risk
Person_6971,Jharkhand,Hazaribagh,11319,yes,115,0-25%,yes,3,0,not study,yes,1-2 months,1,2,unemployed,savings,yes,"mobile,tv",yes,yes,daily,4714,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_2044,Rajasthan,Ajmer,6262,no,200,26-50%,yes,3,1,not study,no,1-2 months,2,1,part-time,savings,no,none,no,no,weekly,3305,yes,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person_7742,Bihar,Arrah,5045,no,28,0-25%,yes,2,0,not study,yes,>2 months,1,1,farmer,family,no,"mobile,tv",yes,no,monthly,399,no,no,LPG,none,5kg,376.92307692307696,High Risk
Person_5344,Rajasthan,Udaipur,5568,no,42,26-50%,no,3,0,study,no,>2 months,2,1,daily-wager,money-lender,no,"mobile,fan",yes,no,weekly,1062,yes,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_7452,Bihar,Begusarai,13558,yes,163,0-25%,yes,2,0,not study,yes,1-2 months,1,1,daily-wager,money-lender,yes,tv,yes,yes,daily,4801,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person 86,Karnataka,Belgaum,4901,no,100,25-50%,yes,8,0,working,yes,5-6 months,2,7,domestic-worker,savings,yes,mobile,no,yes,weekly,500,no,no,LPG,cost,5kg,307.69230769230774,High Risk
Person 28,Maharashtra,Thane,10576,no,200,51-75%,no,6,2,study,no,1-2 months,1,3,daily-wager,family,yes,none,no,yes,weekly,0,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person 78,Uttar Pradesh,Kanpur,18927,no,200,25-50%,no,4,1,study,no,1-2 months,1,1,vendor,savings,no,none,yes,no,monthly,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person 9,Maharashtra,Nagpur,10472,no,0,>75%,no,4,1,working,yes,5-6 months,3,2,daily-wager,family,no,mobile,no,no,monthly,1000,yes,yes,LPG,cost,14kg,584.6153846153845,Medium Risk
Person 75,Karnataka,Mangalore,9090,no,100,51-75%,yes,7,0,working,no,5-6 months,3,6,vendor,family,no,mobile,yes,yes,daily,0,no,yes,LPG,none,14kg,307.69230769230774,High Risk
Person 15,Karnataka,Mysuru,10324,no,0,51-75%,yes,8,3,working,no,5-6 months,3,6,cleaner,family,no,land,yes,yes,monthly,1000,yes,no,LPG,availability,14kg,584.6153846153845,Medium Risk
Person 22,Uttar Pradesh,Agra,6679,no,100,25-50%,no,5,0,study,yes,3-4 months,3,2,daily-wager,savings,yes,land,no,no,weekly,0,no,no,LPG,cost,14kg,515.3846153846155,Medium Risk
Person_9824,Bihar,Bhagalpur,6291,yes,172,26-50%,yes,5,1,study,yes,<1 month,4,1,self-employed,family,yes,none,yes,no,weekly,1106,yes,yes,LPG,cost,14.2kg,307.69230769230774,High Risk
Person_7088,Bihar,Gaya,3776,no,104,51-75%,no,8,2,study,no,1-2 months,5,3,migrant-labour,money-lender,no,tv,yes,no,daily,547,no,no,LPG,distance,5kg,653.8461538461539,Medium Risk
Person 25,Karnataka,Belgaum,16313,no,100,<25%,no,3,1,study,no,1-2 months,2,2,domestic-worker,family,yes,none,no,no,monthly,200,no,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person 20,Karnataka,Belgaum,10556,yes,200,>75%,no,6,1,working,yes,3-4 months,2,3,daily-wager,family,yes,none,no,yes,weekly,1000,yes,yes,LPG,none,14kg,446.1538461538462,Medium Risk
Person 10,Maharashtra,Thane,8098,no,200,<25%,no,5,1,working,yes,1-2 months,1,4,domestic-worker,family,yes,none,yes,yes,weekly,1000,yes,yes,LPG,none,14kg,376.92307692307696,High Risk
Person_7579,Gujarat,Bhavnagar,8901,yes,60,26-50%,yes,6,0,study,yes,<1 month,1,5,migrant-labour,family,yes,mobile,no,yes,weekly,4736,no,no,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_4072,Rajasthan,Jaipur,11066,yes,108,26-50%,no,4,2,study,no,1-2 months,2,2,migrant-labour,friends,yes,tv,yes,no,monthly,41,no,no,LPG,distance,5kg,515.3846153846155,Medium Risk
Person_4867,Rajasthan,Jaipur,4456,no,25,51-75%,yes,2,0,study,yes,<1 month,1,1,migrant-labour,money-lender,no,tv,no,no,monthly,4306,no,yes,LPG,availability,14.2kg,238.46153846153848,High Risk
Person 65,Karnataka,Mangalore,12541,yes,200,51-75%,no,5,2,working,no,1-2 months,3,4,daily-wager,savings,no,vehicle,no,no,monthly,500,yes,no,LPG,none,5kg,723.0769230769231,Low Risk
Person_2044,Rajasthan,Ajmer,6262,no,200,26-50%,yes,3,1,not study,no,1-2 months,2,1,part-time,savings,no,none,no,no,weekly,3305,yes,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person 9,Uttar Pradesh,Kanpur,12953,no,200,>75%,yes,8,3,study,yes,1-2 months,3,5,labourer,none,no,none,yes,no,monthly,500,no,no,LPG,cost,14kg,446.1538461538462,Medium Risk
Person 2,Maharashtra,Mumbai,15210,yes,200,51-75%,yes,8,2,working,no,3-4 months,1,5,security-guard,none,yes,vehicle,no,no,monthly,500,no,yes,LPG,cost,14kg,238.46153846153848,High Risk
Person_6695,Jharkhand,Jamshedpur,11022,no,29,0-25%,no,8,3,study,no,1-2 months,6,2,part-time,family,no,mobile,yes,no,daily,4334,yes,yes,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 67,Karnataka,Belgaum,15441,yes,50,<25%,no,8,2,study,no,5-6 months,1,6,security-guard,savings,no,vehicle,no,yes,daily,200,no,yes,LPG,availability,5kg,584.6153846153845,Medium Risk
Person 75,Karnataka,Mangalore,9090,no,100,51-75%,yes,7,0,working,no,5-6 months,3,6,vendor,family,no,mobile,yes,yes,daily,0,no,yes,LPG,none,14kg,307.69230769230774,High Risk
Person_2411,Gujarat,Vadodara,12146,no,138,51-75%,yes,5,3,not study,yes,>2 months,1,4,self-employed,family,yes,none,no,no,daily,4729,yes,no,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_6302,Gujarat,Vadodara,6595,no,191,0-25%,yes,7,2,study,yes,>2 months,5,2,farmer,money-lender,no,"mobile,fan",no,yes,monthly,2603,yes,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_5037,Bihar,Purnia,5954,yes,105,0-25%,no,5,2,not study,yes,1-2 months,2,3,part-time,money-lender,no,"mobile,tv",yes,yes,daily,1171,yes,no,LPG,distance,14.2kg,723.0769230769231,Low Risk
Person_6387,Jharkhand,Jamshedpur,4297,yes,65,0-25%,no,3,0,study,yes,>2 months,1,2,daily-wager,savings,yes,tv,yes,no,daily,1428,no,yes,LPG,distance,14.2kg,238.46153846153848,High Risk
Person 18,Maharashtra,Nagpur,7623,no,0,<25%,no,4,2,study,no,1-2 months,2,2,daily-wager,none,no,mobile,no,yes,daily,500,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_1235,Bihar,Begusarai,6253,yes,119,0-25%,yes,8,1,study,no,<1 month,6,2,self-employed,savings,yes,fan,no,no,daily,2834,yes,yes,LPG,distance,5kg,376.92307692307696,High Risk
Person 84,Uttar Pradesh,Meerut,12935,yes,50,51-75%,yes,5,2,working,no,1-2 months,2,3,domestic-worker,none,yes,none,yes,no,monthly,500,yes,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person 77,Uttar Pradesh,Jhansi,9790,yes,100,25-50%,yes,8,3,working,no,5-6 months,3,5,domestic-worker,family,yes,land,no,no,daily,1000,yes,no,LPG,none,14kg,446.1538461538462,Medium Risk
Person 93,Uttar Pradesh,Kanpur,18477,yes,100,>75%,yes,6,0,study,no,5-6 months,3,4,cleaner,savings,no,none,no,no,weekly,0,no,no,LPG,availability,5kg,584.6153846153845,Medium Risk
Person 11,Maharashtra,Pune,17348,no,200,25-50%,no,6,1,working,no,5-6 months,1,5,vendor,none,yes,none,no,yes,weekly,1000,yes,yes,LPG,availability,14kg,446.1538461538462,Medium Risk
Person 21,Maharashtra,Thane,14012,yes,50,>75%,no,7,1,study,yes,1-2 months,1,4,security-guard,family,yes,none,yes,no,monthly,200,no,no,LPG,none,14kg,515.3846153846155,Medium Risk
Person_3400,Bihar,Patna,6256,yes,22,0-25%,no,6,0,not study,no,1-2 months,2,4,self-employed,friends,no,"mobile,fan",no,yes,weekly,4603,no,no,LPG,distance,14.2kg,723.0769230769231,Low Risk
Person_2077,Rajasthan,Pali,7897,no,199,76-100%,yes,3,2,not study,no,>2 months,2,1,daily-wager,friends,no,fan,yes,no,weekly,1838,no,yes,LPG,cost,14.2kg,307.69230769230774,High Risk
Person_1980,Jharkhand,Ranchi,10681,yes,159,51-75%,yes,3,0,not study,no,>2 months,1,2,part-time,money-lender,no,none,yes,yes,monthly,2290,yes,yes,LPG,cost,5kg,515.3846153846155,Medium Risk
Person 62,Uttar Pradesh,Kanpur,19599,yes,50,25-50%,no,5,3,study,no,1-2 months,1,2,driver,family,no,land,no,no,monthly,200,yes,no,LPG,none,14kg,792.3076923076924,Low Risk
Person_4438,Bihar,Purnia,14262,no,106,26-50%,yes,6,0,not study,no,1-2 months,2,4,unemployed,friends,yes,tv,no,yes,weekly,1520,yes,yes,LPG,cost,14.2kg,238.46153846153848,High Risk
Person_2174,Jharkhand,Giridih,9089,yes,10,51-75%,yes,6,3,study,yes,>2 months,5,1,self-employed,family,yes,tv,no,no,weekly,926,no,yes,LPG,cost,14.2kg,307.69230769230774,High Risk
Person_6940,Rajasthan,Ajmer,7322,yes,0,0-25%,yes,5,1,study,no,1-2 months,2,3,self-employed,family,yes,"mobile,fan",no,yes,monthly,971,no,yes,LPG,cost,14.2kg,169.23076923076923,High Risk
Person_4438,Bihar,Purnia,14262,no,106,26-50%,yes,6,0,not study,no,1-2 months,2,4,unemployed,friends,yes,tv,no,yes,weekly,1520,yes,yes,LPG,cost,14.2kg,238.46153846153848,High Risk
Person 91,Karnataka,Mysuru,14012,no,200,>75%,yes,3,1,working,no,1-2 months,1,0,daily-wager,none,yes,mobile,yes,no,monthly,200,yes,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person 74,Uttar Pradesh,Gorakhpur,8832,no,200,<25%,no,4,1,working,yes,5-6 months,2,3,cleaner,savings,no,vehicle,no,yes,monthly,1000,yes,no,LPG,cost,14kg,723.0769230769231,Low Risk
Person_6517,Bihar,Purnia,5423,no,9,0-25%,yes,7,4,study,yes,<1 month,3,4,farmer,family,no,"mobile,fan",yes,no,weekly,498,yes,no,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_2878,Rajasthan,Alwar,7710,no,92,76-100%,no,4,2,study,yes,>2 months,1,3,self-employed,friends,no,"mobile,fan",yes,no,monthly,4713,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_5478,Rajasthan,Sikar,12495,no,64,51-75%,yes,2,1,study,yes,>2 months,1,1,unemployed,money-lender,yes,"mobile,fan",yes,yes,monthly,608,yes,yes,LPG,cost,14.2kg,238.46153846153848,High Risk
Person_1922,Jharkhand,Ramgarh,8669,yes,48,76-100%,no,6,0,study,yes,<1 month,2,4,part-time,family,yes,"mobile,tv",yes,no,weekly,2017,yes,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 30,Karnataka,Bengaluru,5526,yes,0,25-50%,yes,8,1,working,yes,3-4 months,1,6,domestic-worker,savings,yes,mobile,yes,no,daily,200,no,no,LPG,cost,14kg,307.69230769230774,High Risk
Person_2849,Bihar,Arrah,5932,no,88,51-75%,yes,5,3,not study,no,>2 months,4,1,migrant-labour,savings,no,fan,yes,no,weekly,4298,yes,yes,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person 37,Uttar Pradesh,Lucknow,19847,no,50,<25%,no,3,0,study,no,1-2 months,2,0,cleaner,family,yes,vehicle,yes,yes,daily,1000,no,yes,LPG,cost,14kg,515.3846153846155,Medium Risk
Person_4336,Rajasthan,Ajmer,12017,no,149,51-75%,no,5,1,study,no,1-2 months,3,2,part-time,family,no,none,no,no,weekly,1818,no,no,LPG,none,5kg,723.0769230769231,Low Risk
Person_5283,Bihar,Arrah,9228,no,117,76-100%,yes,4,0,not study,no,<1 month,3,1,migrant-labour,family,yes,mobile,no,no,monthly,3573,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person 82,Maharashtra,Pune,8561,no,50,25-50%,no,6,3,working,yes,1-2 months,1,4,driver,none,no,mobile,yes,yes,monthly,500,no,yes,LPG,none,14kg,446.1538461538462,Medium Risk
Person 13,Uttar Pradesh,Gorakhpur,19825,yes,50,<25%,no,6,4,study,yes,3-4 months,3,3,vendor,family,yes,mobile,yes,no,monthly,200,yes,no,LPG,cost,5kg,653.8461538461539,Medium Risk
Person_6416,Bihar,Bhagalpur,11730,yes,87,76-100%,no,8,3,study,yes,1-2 months,2,6,daily-wager,friends,yes,"mobile,fan",no,no,weekly,3157,yes,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person 88,Karnataka,Mangalore,15523,no,0,51-75%,yes,3,0,working,no,3-4 months,1,1,domestic-worker,savings,no,land,no,yes,weekly,0,no,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person_4901,Jharkhand,Bokaro,14491,no,19,76-100%,yes,7,4,study,yes,<1 month,1,6,farmer,money-lender,no,"mobile,fan",yes,no,monthly,3322,no,no,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_9909,Bihar,Darbhanga,5823,yes,127,26-50%,no,5,4,not study,no,<1 month,1,4,migrant-labour,family,no,none,no,no,weekly,1652,no,no,LPG,none,5kg,584.6153846153845,Medium Risk
Person 54,Uttar Pradesh,Jhansi,18471,yes,100,51-75%,yes,8,3,working,no,3-4 months,2,6,vendor,savings,yes,land,yes,yes,daily,0,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person 7,Uttar Pradesh,Agra,19395,yes,200,25-50%,yes,3,1,study,yes,3-4 months,2,2,security-guard,family,yes,none,no,yes,monthly,200,yes,yes,LPG,availability,14kg,376.92307692307696,High Risk
Person_5000,Gujarat,Gandhinagar,12355,yes,69,51-75%,yes,5,4,not study,yes,<1 month,4,1,self-employed,savings,no,tv,no,no,monthly,529,no,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person_8182,Rajasthan,Udaipur,5245,yes,105,26-50%,yes,7,0,study,yes,>2 months,2,5,daily-wager,savings,yes,fan,yes,no,weekly,2599,yes,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person_5933,Bihar,Arrah,5306,no,147,0-25%,no,7,0,study,yes,>2 months,3,4,self-employed,friends,no,fan,no,no,daily,4282,yes,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_3110,Rajasthan,Jodhpur,12948,no,191,76-100%,yes,6,2,not study,no,>2 months,5,1,unemployed,family,no,"mobile,fan",yes,yes,weekly,2649,no,no,LPG,availability,14.2kg,723.0769230769231,Low Risk
Person_5789,Rajasthan,Pali,14368,yes,137,76-100%,yes,2,1,not study,no,1-2 months,1,1,self-employed,friends,no,"mobile,tv",no,yes,monthly,2551,yes,no,LPG,distance,5kg,723.0769230769231,Low Risk
Person 5,Karnataka,Mysuru,13195,yes,200,>75%,no,3,0,working,yes,1-2 months,1,0,domestic-worker,savings,yes,none,yes,no,daily,500,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_3632,Rajasthan,Ajmer,6119,no,139,51-75%,no,2,1,not study,no,<1 month,1,1,unemployed,family,no,"mobile,fan",no,yes,weekly,618,yes,no,LPG,none,14.2kg,653.8461538461539,Medium Risk
Person_1888,Bihar,Darbhanga,11751,no,95,26-50%,yes,7,2,not study,yes,>2 months,6,1,migrant-labour,family,yes,none,no,yes,weekly,1894,yes,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person 32,Uttar Pradesh,Aligarh,17955,no,200,25-50%,no,4,2,working,no,1-2 months,3,1,labourer,savings,yes,none,yes,no,weekly,500,yes,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_3123,Rajasthan,Bikaner,10246,no,128,51-75%,yes,2,1,not study,no,<1 month,1,1,daily-wager,family,yes,none,no,yes,monthly,1431,yes,no,LPG,distance,14.2kg,446.1538461538462,Medium Risk
Person_6359,Bihar,Gaya,7016,no,154,0-25%,yes,6,1,study,no,1-2 months,5,1,farmer,family,yes,tv,yes,no,weekly,2599,yes,no,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_6404,Rajasthan,Alwar,9539,yes,24,0-25%,no,5,4,study,no,>2 months,1,4,self-employed,friends,yes,none,no,no,weekly,760,yes,yes,LPG,none,14.2kg,376.92307692307696,High Risk
Person_4376,Bihar,Patna,8013,no,7,0-25%,yes,2,1,not study,yes,>2 months,1,1,self-employed,money-lender,no,mobile,no,yes,daily,1950,yes,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_3857,Bihar,Gaya,14942,yes,167,51-75%,no,6,3,not study,yes,>2 months,2,4,migrant-labour,family,no,tv,no,no,weekly,1529,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 85,Maharashtra,Thane,5677,no,100,<25%,no,6,2,working,no,1-2 months,1,3,labourer,none,yes,none,yes,no,daily,0,yes,no,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_4396,Rajasthan,Bikaner,7171,yes,156,0-25%,no,2,0,not study,no,<1 month,1,1,farmer,savings,yes,fan,no,no,daily,3260,no,no,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_3558,Gujarat,Ahmedabad,6624,yes,86,51-75%,yes,5,1,not study,yes,>2 months,1,4,part-time,family,yes,"mobile,tv",no,yes,daily,2372,no,no,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_1133,Jharkhand,Ranchi,6514,yes,167,26-50%,no,4,0,study,yes,1-2 months,3,1,self-employed,friends,yes,fan,yes,no,daily,164,yes,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person_4062,Jharkhand,Ramgarh,8075,no,128,51-75%,no,5,4,not study,yes,<1 month,3,2,self-employed,friends,yes,mobile,yes,yes,daily,2694,no,no,LPG,cost,14.2kg,723.0769230769231,Low Risk
Person_4781,Bihar,Muzaffarpur,14112,no,9,26-50%,yes,3,0,study,yes,>2 months,1,2,self-employed,family,no,"mobile,fan",no,yes,weekly,2907,yes,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person 41,Uttar Pradesh,Allahabad,16323,yes,50,<25%,no,3,1,working,yes,3-4 months,2,2,daily-wager,none,yes,mobile,no,no,monthly,0,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_1922,Jharkhand,Ramgarh,8669,yes,48,76-100%,no,6,0,study,yes,<1 month,2,4,part-time,family,yes,"mobile,tv",yes,no,weekly,2017,yes,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person_1945,Jharkhand,Ramgarh,13249,no,184,26-50%,no,3,2,study,yes,1-2 months,2,1,farmer,friends,yes,tv,yes,yes,daily,4336,no,yes,LPG,distance,14.2kg,515.3846153846155,Medium Risk
Person_1861,Gujarat,Ahmedabad,11402,no,130,76-100%,yes,5,2,study,no,<1 month,4,1,unemployed,friends,no,"mobile,tv",no,no,monthly,569,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person 37,Uttar Pradesh,Lucknow,19847,no,50,<25%,no,3,0,study,no,1-2 months,2,0,cleaner,family,yes,vehicle,yes,yes,daily,1000,no,yes,LPG,cost,14kg,515.3846153846155,Medium Risk
Person_2878,Rajasthan,Alwar,7710,no,92,76-100%,no,4,2,study,yes,>2 months,1,3,self-employed,friends,no,"mobile,fan",yes,no,monthly,4713,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person 33,Karnataka,Belgaum,7888,yes,50,25-50%,yes,4,2,study,no,3-4 months,2,1,daily-wager,none,yes,vehicle,no,yes,daily,1000,yes,no,LPG,cost,5kg,584.6153846153845,Medium Risk
Person 57,Uttar Pradesh,Jhansi,11638,no,50,25-50%,yes,4,1,working,no,1-2 months,1,1,security-guard,savings,yes,mobile,no,no,monthly,200,yes,yes,LPG,none,14kg,169.23076923076923,High Risk
Person_2626,Bihar,Begusarai,5875,no,1,51-75%,no,3,1,not study,no,<1 month,2,1,unemployed,family,no,mobile,yes,no,monthly,398,no,yes,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_9859,Gujarat,Bhavnagar,9117,no,90,26-50%,no,6,1,not study,no,<1 month,1,5,unemployed,money-lender,no,"mobile,fan",no,yes,monthly,296,no,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person 10,Uttar Pradesh,Bareilly,8229,yes,100,>75%,yes,8,4,study,yes,3-4 months,3,7,vendor,savings,yes,land,yes,no,weekly,0,yes,no,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_3679,Jharkhand,Ramgarh,12922,no,172,76-100%,no,2,1,study,no,1-2 months,1,1,unemployed,friends,no,none,no,no,weekly,2959,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person 56,Maharashtra,Nashik,19421,yes,100,25-50%,no,3,0,study,no,5-6 months,2,2,labourer,none,yes,land,no,no,weekly,200,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_9767,Jharkhand,Dhanbad,13503,yes,139,26-50%,yes,6,2,not study,no,<1 month,2,4,farmer,savings,yes,"mobile,fan",no,no,weekly,4778,yes,yes,LPG,cost,14.2kg,307.69230769230774,High Risk
Person 31,Karnataka,Mangalore,16290,no,200,25-50%,no,8,2,working,yes,5-6 months,1,6,vendor,family,yes,land,yes,no,daily,500,no,no,LPG,availability,5kg,515.3846153846155,Medium Risk
Person_6359,Bihar,Gaya,7016,no,154,0-25%,yes,6,1,study,no,1-2 months,5,1,farmer,family,yes,tv,yes,no,weekly,2599,yes,no,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person 74,Uttar Pradesh,Gorakhpur,8832,no,200,<25%,no,4,1,working,yes,5-6 months,2,3,cleaner,savings,no,vehicle,no,yes,monthly,1000,yes,no,LPG,cost,14kg,723.0769230769231,Low Risk
Person 45,Uttar Pradesh,Allahabad,6386,yes,0,25-50%,yes,8,0,working,yes,5-6 months,3,5,labourer,savings,no,mobile,no,no,daily,500,yes,yes,LPG,none,14kg,307.69230769230774,High Risk
Person 93,Maharashtra,Pune,7117,yes,200,>75%,yes,5,3,study,yes,3-4 months,3,3,labourer,none,no,land,yes,no,daily,0,yes,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person_7958,Jharkhand,Jamshedpur,4038,yes,78,76-100%,no,5,3,study,yes,>2 months,2,3,part-time,family,no,mobile,yes,yes,weekly,2529,no,no,LPG,availability,14.2kg,723.0769230769231,Low Risk
Person 76,Maharashtra,Mumbai,5922,yes,50,25-50%,yes,8,2,working,no,3-4 months,3,7,cleaner,family,no,land,yes,yes,weekly,0,yes,no,LPG,cost,14kg,584.6153846153845,Medium Risk
Person_2411,Gujarat,Vadodara,12146,no,138,51-75%,yes,5,3,not study,yes,>2 months,1,4,self-employed,family,yes,none,no,no,daily,4729,yes,no,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person 68,Maharashtra,Nashik,13007,no,100,<25%,yes,6,0,study,yes,3-4 months,2,4,cleaner,none,no,mobile,no,no,monthly,500,yes,yes,LPG,cost,14kg,307.69230769230774,High Risk
Person_6394,Gujarat,Ahmedabad,7416,yes,150,51-75%,yes,6,2,study,yes,<1 month,3,3,daily-wager,friends,no,tv,no,yes,monthly,1074,yes,yes,LPG,distance,5kg,376.92307692307696,High Risk
Person_6940,Rajasthan,Ajmer,7322,yes,0,0-25%,yes,5,1,study,no,1-2 months,2,3,self-employed,family,yes,"mobile,fan",no,yes,monthly,971,no,yes,LPG,cost,14.2kg,169.23076923076923,High Risk
Person 24,Uttar Pradesh,Jhansi,19894,yes,0,<25%,no,4,1,study,yes,5-6 months,2,1,driver,family,yes,none,no,yes,monthly,500,no,no,LPG,none,14kg,792.3076923076924,Low Risk
Person 6,Uttar Pradesh,Meerut,9137,no,0,51-75%,no,8,2,working,no,3-4 months,1,6,domestic-worker,family,no,none,yes,no,daily,0,yes,yes,LPG,availability,14kg,446.1538461538462,Medium Risk
Person 21,Uttar Pradesh,Allahabad,12401,yes,100,25-50%,no,7,1,working,yes,3-4 months,1,5,driver,none,no,land,yes,no,daily,200,yes,yes,LPG,availability,14kg,515.3846153846155,Medium Risk
Person_5794,Rajasthan,Udaipur,7555,yes,137,51-75%,yes,5,3,not study,yes,<1 month,2,3,part-time,money-lender,yes,"mobile,fan",yes,yes,weekly,4579,no,no,LPG,none,14.2kg,446.1538461538462,Medium Risk
Person 84,Maharashtra,Pune,6565,no,200,<25%,no,5,0,study,no,3-4 months,3,3,vendor,savings,yes,vehicle,no,yes,weekly,0,yes,no,LPG,availability,14kg,515.3846153846155,Medium Risk
Person_7310,Gujarat,Jamnagar,3822,yes,69,51-75%,yes,6,0,not study,yes,1-2 months,2,4,part-time,money-lender,no,tv,no,yes,monthly,1576,no,yes,LPG,distance,5kg,307.69230769230774,High Risk
Person_2709,Gujarat,Ahmedabad,10743,no,78,0-25%,yes,4,1,not study,no,1-2 months,2,2,migrant-labour,savings,no,tv,no,yes,daily,1612,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_1861,Gujarat,Ahmedabad,11402,no,130,76-100%,yes,5,2,study,no,<1 month,4,1,unemployed,friends,no,"mobile,tv",no,no,monthly,569,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_4846,Jharkhand,Ramgarh,3680,no,158,51-75%,no,3,1,not study,yes,>2 months,1,2,migrant-labour,friends,no,tv,no,yes,monthly,4282,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_5046,Gujarat,Rajkot,14244,yes,27,26-50%,yes,8,3,not study,no,>2 months,2,6,self-employed,friends,yes,"mobile,tv",no,yes,weekly,3588,no,yes,LPG,distance,5kg,307.69230769230774,High Risk
Person_2982,Rajasthan,Udaipur,9418,yes,157,0-25%,yes,8,1,study,no,<1 month,3,5,self-employed,family,yes,mobile,no,no,weekly,1158,yes,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person_9640,Bihar,Arrah,14142,yes,139,76-100%,yes,6,1,study,yes,<1 month,1,5,migrant-labour,family,no,"mobile,tv",no,no,monthly,1084,yes,no,LPG,availability,5kg,584.6153846153845,Medium Risk
Person 4,Karnataka,Mangalore,5551,yes,50,>75%,yes,4,2,working,yes,3-4 months,3,3,vendor,none,no,vehicle,no,yes,weekly,200,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_3768,Jharkhand,Giridih,7730,yes,11,51-75%,yes,6,2,study,yes,1-2 months,1,5,unemployed,savings,yes,fan,no,yes,weekly,4242,yes,yes,LPG,distance,14.2kg,307.69230769230774,High Risk
Person_3961,Jharkhand,Jamshedpur,7170,no,103,51-75%,yes,6,0,not study,yes,>2 months,1,5,migrant-labour,friends,yes,none,no,yes,weekly,3651,no,yes,LPG,cost,5kg,169.23076923076923,High Risk
